,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,income,capital.gain_log,capital.loss_log,native.country_grouped,hours.per.week_log
2741,38,Private,12.532671298353089,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,0.0,2,3.970291913552122
2742,42,Private,10.701062313705298,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2743,37,Private,11.748550793786494,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,7.589841512182657,3,3.713572066704308
2744,41,Self-emp-not-inc,11.63801507580905,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
2745,29,Local-gov,12.30096000868741,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0.0,0.0,3,3.258096538021482
2746,30,Private,12.599836223663996,7th-8th,4,Separated,Farming-fishing,Not-in-family,White,Male,0,0.0,0.0,1,3.828641396489095
2747,43,Private,12.47111409237552,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2748,50,Private,10.008387962361498,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,8.94754601503218,0.0,3,3.9318256327243257
2749,45,Private,11.647980695963094,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0.0,0.0,3,3.9318256327243257
2750,37,Private,12.380236014622664,9th,5,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0.0,0.0,2,3.4339872044851463
2751,48,Private,11.238725433331068,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0.0,0.0,3,3.258096538021482
2752,54,Private,12.746193930122926,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,0.0,3,3.8066624897703196
2753,52,Private,12.24674902944972,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.0,0.0,3,3.6109179126442243
2754,21,Private,12.041787451222318,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2755,26,Private,12.030301587297776,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,0.0,3,3.9318256327243257
2756,40,Federal-gov,11.703653256824357,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,8.895492631451633,0.0,3,3.8918202981106265
2757,27,Private,12.131731569286728,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
2758,20,Private,12.758609148641224,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0.0,0.0,3,3.258096538021482
2759,53,Private,10.76631421454096,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2760,39,Self-emp-not-inc,12.695881965792886,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2761,61,Self-emp-inc,12.333731201760758,Bachelors,13,Separated,Sales,Not-in-family,White,Female,0,0.0,0.0,3,3.4339872044851463
2762,29,Private,11.799133952228456,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2763,50,Self-emp-inc,12.030492315522554,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,7.789868559054706,3,3.970291913552122
2764,43,State-gov,10.336081328032543,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2765,37,Private,12.05856981967438,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2766,36,Private,12.37979063084996,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,7.589841512182657,3,3.828641396489095
2767,35,Private,10.570008377028364,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2768,45,Private,12.215359389921906,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,0.0,3,3.828641396489095
2769,42,Private,10.49880137274731,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2770,31,Private,12.35036344755612,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.0,0.0,3,3.9318256327243257
2771,52,Private,11.886789820808504,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0.0,0.0,3,3.970291913552122
2772,28,Private,11.251690562533296,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0.0,0.0,3,3.9318256327243257
2773,35,Private,11.080957231281731,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,8.94754601503218,0.0,3,3.9318256327243257
2774,46,Private,11.711997610705032,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.9318256327243257
2775,60,Private,12.13953212172193,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2776,58,Self-emp-inc,11.522489582638825,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.0,0.0,3,3.9318256327243257
2777,38,Private,11.620685100437278,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2778,37,Private,12.584447435514743,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2779,59,Self-emp-inc,12.765434115415216,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2780,40,Private,12.15542651011113,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2781,34,State-gov,13.296318365198625,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,1,0.0,0.0,3,3.713572066704308
2782,46,Private,12.01946592050331,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0.0,0.0,3,3.828641396489095
2783,47,Local-gov,12.294985130934156,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2784,58,Federal-gov,12.607007507551806,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0.0,0.0,3,3.713572066704308
2785,33,Private,12.289774803088026,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2786,64,Private,12.104178337848834,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,White,Female,0,0.0,0.0,3,3.4339872044851463
2787,37,Private,12.227237090230004,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0.0,7.522400231387125,3,3.8918202981106265
2788,48,Self-emp-not-inc,10.267852849758867,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0.0,0.0,3,3.9318256327243257
2789,43,Self-emp-not-inc,10.94941962056668,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2790,35,Private,12.617728551046064,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2791,22,Private,12.15959405760857,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0.0,0.0,3,3.713572066704308
2792,39,State-gov,12.08362248577361,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2793,40,Private,12.75977095970156,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0.0,0.0,3,3.58351893845611
2794,33,Private,12.034026119343965,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2795,58,State-gov,12.1967594116876,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0.0,0.0,3,3.58351893845611
2796,46,Private,10.990162203631195,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2797,27,Local-gov,12.20192907277729,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0.0,0.0,3,3.713572066704308
2798,28,Private,11.345074699404726,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2799,45,Local-gov,12.670689919374182,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,8.94754601503218,0.0,3,3.9318256327243257
2800,53,Self-emp-not-inc,12.539432902103382,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.0,0.0,3,3.4339872044851463
2801,36,Self-emp-not-inc,11.68207734771554,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.0,0.0,3,3.9318256327243257
2802,27,State-gov,11.893031738611503,Some-college,10,Separated,Other-service,Not-in-family,White,Female,0,0.0,0.0,3,3.4339872044851463
2803,36,Private,10.274947655341608,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0.0,0.0,3,3.828641396489095
2804,38,Private,12.219403394938816,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2805,70,Self-emp-not-inc,11.952096105543564,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0.0,7.774015077250727,3,2.5649493574615367
2806,43,Private,11.98801613326452,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0.0,0.0,3,3.713572066704308
2807,37,Private,12.115469370847254,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,1,0.0,0.0,3,3.828641396489095
2808,41,Private,12.195618187626314,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.0,0.0,3,3.970291913552122
2809,37,Private,12.726647589849106,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.0,0.0,1,3.6109179126442243
2810,57,Self-emp-inc,11.85168080760601,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.0,0.0,3,3.9318256327243257
2811,24,Private,11.952154115231195,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2812,48,Private,12.677394155988852,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.0,0.0,3,3.9318256327243257
2813,24,Local-gov,10.402776888483787,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.0,0.0,3,3.58351893845611
2814,47,Private,11.704578349193069,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2815,46,Private,12.06810284630672,Assoc-voc,11,Divorced,Protective-serv,Not-in-family,Black,Male,0,0.0,0.0,3,3.713572066704308
2816,26,Local-gov,12.30436473864497,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0.0,0.0,2,3.6635616461296463
2817,43,Self-emp-not-inc,10.419957218687204,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,1,0.0,0.0,3,3.970291913552122
2818,75,Self-emp-not-inc,11.895306166631018,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,1,0.0,0.0,3,3.8918202981106265
2819,56,Local-gov,11.561687057302915,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2820,67,Private,11.56378016318854,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,2.833213344056216
2821,19,Private,12.834889283323546,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0.0,0.0,3,3.9318256327243257
2822,44,Private,11.54475353513478,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0.0,0.0,3,3.713572066704308
2823,45,State-gov,12.67863238015332,Some-college,10,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,0.0,0.0,2,3.713572066704308
2824,23,Private,12.038275102752316,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0.0,0.0,3,3.258096538021482
2825,59,Local-gov,11.700383805869336,HS-grad,9,Separated,Protective-serv,Unmarried,Black,Female,0,0.0,0.0,3,3.713572066704308
2826,35,Private,10.416251296932378,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0.0,0.0,3,3.58351893845611
2827,30,Private,11.61363015909186,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0.0,0.0,3,3.713572066704308
2828,44,Self-emp-not-inc,12.79741132787583,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,1,0.0,0.0,1,3.970291913552122
2829,31,Private,11.810166702670976,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0.0,0.0,3,3.784189633918261
2830,48,Private,12.17331182228669,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0.0,0.0,3,3.044522437723423
2831,30,Local-gov,10.759730995904896,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2832,47,Self-emp-inc,11.757274580572764,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2833,21,Private,12.44356476206102,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,6.962243464266207,0.0,3,3.4965075614664802
2834,52,Private,11.678660218159784,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,11.512925464970229,0.0,3,3.9318256327243257
2835,40,Private,12.339449026140954,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,8.895492631451633,0.0,3,3.6109179126442243
2836,21,State-gov,10.086184039035157,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0.0,0.0,3,3.58351893845611
2837,48,Private,12.627384855731018,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2838,24,Private,13.012608777438231,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0.0,0.0,3,3.713572066704308
2839,38,Private,12.196885573321005,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2840,22,Private,11.335053991849886,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0.0,0.0,3,3.4339872044851463
2841,64,Local-gov,12.158252260972448,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,1,0.0,0.0,3,3.713572066704308
2842,45,Private,12.370090201526091,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2843,48,Private,12.896325641976784,Some-college,10,Separated,Sales,Unmarried,Black,Female,0,0.0,0.0,3,3.58351893845611
2844,37,Self-emp-inc,12.15877137241216,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
2845,36,Private,9.928570332903591,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,8.94754601503218,0.0,3,3.9318256327243257
2846,23,Private,11.996764196297423,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0.0,0.0,3,3.8918202981106265
2847,51,Local-gov,12.082853611571034,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2848,41,Private,12.033651913413484,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0.0,0.0,3,3.713572066704308
2849,22,Private,12.663418375515327,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2850,18,Self-emp-not-inc,12.347459354213925,11th,7,Never-married,Other-service,Own-child,White,Female,0,6.38856140554563,0.0,3,1.6094379124341003
2851,37,Self-emp-not-inc,10.780288735123806,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,0.0,3,3.970291913552122
2852,40,Private,12.327511213800555,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0.0,0.0,3,3.970291913552122
2853,23,Private,13.216491040129029,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0.0,0.0,3,3.713572066704308
2854,56,Federal-gov,11.114743768308324,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,0.0,1,3.713572066704308
2855,36,Private,12.295410480882367,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,7.589841512182657,3,3.9318256327243257
2856,23,Private,11.712177882424164,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2857,35,Private,11.881788827433832,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2858,30,Local-gov,12.10676046840655,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2859,43,Federal-gov,11.951870480318997,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2860,58,Private,12.17338931703646,11th,7,Widowed,Other-service,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2861,46,Private,12.043283091181502,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2862,44,Private,11.46432328313101,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0.0,0.0,3,3.713572066704308
2863,54,Private,10.264094755002466,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,8.150467911624004,0.0,3,3.713572066704308
2864,26,Private,12.83729388918036,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0.0,0.0,3,3.6375861597263857
2865,23,State-gov,12.81784706762438,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2866,30,State-gov,11.747325424540138,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2867,20,Private,10.63183294374604,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0.0,0.0,3,3.8501476017100584
2868,30,Private,12.22336722834976,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2869,36,State-gov,11.62692356902364,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.0,0.0,3,3.828641396489095
2870,48,Private,10.80525330579372,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0.0,0.0,3,3.713572066704308
2871,32,Private,11.5706187357487,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0.0,7.379632152609552,3,3.044522437723423
2872,40,Private,11.167077412430531,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Black,Male,0,0.0,0.0,3,3.713572066704308
2873,24,Private,12.079318237184674,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2874,28,Private,12.267360576720062,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,3.970291913552122
2875,55,Private,12.51249428042487,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0.0,0.0,3,3.828641396489095
2876,58,Private,11.57634148133498,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,7.684783943522785,0.0,3,3.713572066704308
2877,51,Private,12.76024507379953,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0.0,7.372118028337787,3,3.713572066704308
2878,21,Private,12.006834811919893,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.0,0.0,3,3.4339872044851463
2879,32,Private,12.405529877770816,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.0,7.537430036586509,3,3.9318256327243257
2880,44,Private,12.220335446481176,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,3.828641396489095
2881,53,Self-emp-not-inc,10.471524922053227,Bachelors,13,Never-married,Sales,Unmarried,White,Male,1,0.0,0.0,3,3.970291913552122
2882,36,Private,11.950121771239846,HS-grad,9,Separated,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0.0,0.0,1,3.713572066704308
2883,37,Private,12.68213289635844,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2884,26,Private,12.08119512844788,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0.0,0.0,3,3.970291913552122
2885,39,Private,12.506399435515034,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0.0,0.0,3,3.58351893845611
2886,52,Private,12.58488914600296,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2887,38,Private,12.051434346836157,11th,7,Married-spouse-absent,Transport-moving,Own-child,White,Male,0,0.0,0.0,1,3.6109179126442243
2888,45,Private,11.504691660043123,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0.0,0.0,3,3.713572066704308
2889,40,Private,11.46834642157226,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0.0,0.0,3,3.713572066704308
2890,39,Private,12.167009519959317,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0.0,0.0,3,3.9318256327243257
2891,69,Private,11.82201916370244,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2892,55,Private,12.425501305170892,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2893,45,Self-emp-not-inc,12.001039113388282,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2894,39,Self-emp-not-inc,12.182056554047785,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,0.0,3,3.828641396489095
2895,50,Local-gov,11.487094704935709,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.0,0.0,3,3.8918202981106265
2896,37,Private,11.454607555645714,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,0,0.0,0.0,3,3.258096538021482
2897,26,Private,11.36771470471244,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2898,19,Private,10.663147865904188,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0.0,0.0,3,3.970291913552122
2899,27,Self-emp-not-inc,12.80795669592172,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,3.044522437723423
2900,42,Private,12.429704077811108,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0.0,0.0,3,3.713572066704308
2901,19,Private,12.194581878814676,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0.0,0.0,3,3.58351893845611
2902,44,Private,11.885598750253402,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2903,36,Private,12.065689260099273,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0.0,0.0,3,3.58351893845611
2904,43,Self-emp-inc,11.798562948674222,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2905,24,Private,12.255005656639351,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.0,7.601901959875166,3,3.6375861597263857
2906,60,Private,11.579190619617863,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2907,32,Private,12.430635189597798,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0.0,0.0,3,3.828641396489095
2908,55,Private,11.295341430861251,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2909,63,Self-emp-not-inc,12.353535295978949,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2910,27,Private,11.72791586952805,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0.0,0.0,1,3.58351893845611
2911,42,Private,10.44228820075763,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,0.0,3,3.9318256327243257
2912,70,Self-emp-inc,11.788281887731372,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0.0,0.0,3,3.970291913552122
2913,41,Local-gov,12.15671957295753,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.0,0.0,3,3.970291913552122
2914,31,Private,12.153515394791498,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0.0,7.601901959875166,3,3.713572066704308
2915,27,Private,11.981208865470544,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2916,47,Private,11.805371173271032,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,7.967626739333816,0.0,1,3.970291913552122
2917,27,Private,11.990128118942655,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2918,36,Private,12.13409854888998,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2919,39,State-gov,11.746708218721976,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2920,55,Self-emp-not-inc,10.191819413829409,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.0,0.0,3,3.970291913552122
2921,46,Federal-gov,12.763488873348727,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,1,0.0,7.522400231387125,3,3.713572066704308
2922,60,Private,12.09129571201782,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1,8.895492631451633,0.0,3,3.970291913552122
2923,56,Private,11.578001341706416,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.0,0.0,3,3.713572066704308
2924,32,Private,11.86833160431674,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2925,44,Private,12.065113737076857,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2926,40,Private,12.874850286306108,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0.0,0.0,3,3.713572066704308
2927,24,Private,12.874796489741646,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0.0,0.0,3,3.713572066704308
2928,58,Private,12.138821114172938,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2929,60,Private,11.473144594958384,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0.0,0.0,3,3.713572066704308
2930,43,Self-emp-not-inc,12.763806664047578,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0.0,0.0,3,3.970291913552122
2931,70,Private,10.332473855685638,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.0,0.0,3,3.4339872044851463
2932,19,Private,12.493639711368948,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0.0,0.0,3,3.4339872044851463
2933,62,Self-emp-inc,11.811317480686704,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0.0,0.0,3,3.58351893845611
2934,34,Private,12.307712749029369,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.0,0.0,3,3.713572066704308
2935,44,Private,12.387881570951116,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Male,0,0.0,0.0,3,3.713572066704308
